2021-1-1清洗3#、4#、5#过滤器                                 6:58分再生2#阳床，进酸浓度：3.0% 3.0%,2021-1-1                                                     13:41再生2#阴床，进碱浓度：3.0% 3.0%                   15:20分中和排水 PH：1# 8.9  2# 9.0,2021-1-1清洗3#、4#、5#过滤器                                 16:32分再生3#阳床，进酸浓度：3.0% 3.0%
2021-7-1900:01分再生3#阴床，进碱浓度：3.2%，3.2%。       2:10分中和排水（PH 1#7.04 2# 6.45）          07:25分再生2#阴床，进碱浓度：3.2%，3.2%。   ,"2021-7-198:00分再生3#阳床，进酸浓度：3.0%  3.2% 
10:20分中和排水（PH 1#7.5 2# 8.1）  
12:01分再生2#阳床，进酸浓度：3.0%  3.1% ",2021-7-1917:00分再生2#阴床，进碱浓度：3.2%，3.2%。 19:30分中和排水（PH 1#7.5 2# 8.1）
2021-7-20清洗1#、2#、3#过滤器                             7:17分再生1#阳床，进酸浓度：3.2% 3.2%,2021-7-2014:43分再生3#阴床，进碱浓度：2.8%，3.0%。 ,"2021-7-2017:00分中和排水（PH 1#6.66 2# 7.2）  
20:25分再生2#阳床，进酸浓度：3.0% 3.1%"
2021-7-21清洗4#、5#过滤器                               4:24分再生3#阳床，进酸浓度：3.0% 3.0%       6:40分中和排水（PH 1# 8.3 2# 7.9）,"2021-7-21清洗5#过滤器         
11:00分再生1#阳床，进酸浓度：2.8% 3.0% ",2021-7-2118:20分再生1#阴床，进酸浓度：3.0%  3.1%              20:50分中和排水（PH 1# 8.30 PH 2# 6.76）
2021-7-2200:50分再生2#阳床，进酸浓度：3.0%  3.1%              ,"2021-7-228:00分再生3#阳床，进酸浓度：3.2%  3.1%  
11:00分中和排水（PH 1# 8.30 PH 2# 7.2）
13:51分再生2#阳床，进酸浓度：2.9%  3.0%  ",2021-7-22清洗1#、2#、3#、4#、5#过滤器                                   20:00分再生1#阴床，进酸浓度：3.0%  3.1%              22:50分中和排水（PH 1# 8.30 PH 2# 6.76）
2021-7-2307:26分再生2#阳床，进酸浓度：2.8% 3.0% ,,2021-7-2320:20分再生1#阳床，进酸浓度：3.0%，3.0%。   23:10分中和排水（PH 1# 8.30 PH 2# 7.2）
2021-7-242:22分再生3#阴床，进碱浓度：3.0%，3.0%                  6:30分再生2#阳床，进酸浓度：3.0% 3.1% ,2021-7-2408：40分中和排水（PH 1# 7.14 PH 2# 6.96）,
2021-7-253:53分再生2#阳床，进酸浓度：3.2%，3.0%                6:37分再生1#阳床，进酸浓度：2.9%，3.0%            ,2021-7-2508：40分中和排水（PH 1# 7.14 PH 2# 6.96）,2021-7-25清洗5#过滤器                               17:15分再生2#阴床，进酸浓度：2.9%  2.9%         23：30分再生1#阳床，进酸浓度：3.0%，3.1%
2021-7-26清洗4#、5#过滤器                                       0：40分中和排水（PH 1# 7.3 PH 2# 6.15）,"2021-7-268:39分再生2#阳床，进酸浓度：3.1%，3.1%
12:05分中和排水（PH 1# 7.5 PH 2#8.3）
13：45分再生3#阳床，进酸浓度：3.0%，3.1%","2021-7-2616:42分再生1#阳床，进酸浓度：3.1%，3.1%    18:57分中和排水（PH 1# 6.9 PH 2#8.24）           21:57分再生3#阳床，进酸浓度：3.1%，3.1%
22:35分再生3#阴床，进碱浓度：3.0%，3.1%"
2021-7-271:00分中和排水（PH 1# 7.2 PH 2#7.4）,,"2021-7-2717:33分再生2#阳床，进酸浓度：3.1%，3.1%
20:27分再生1#阴床，进碱浓度：3.0%，3.1%   23:00分中和排水（PH 1# 6.9 PH 2#8.24）"
2021-7-28清洗1#过滤器                                      1:51分再生1#阳床，进酸浓度：2.9%，3.1%          6:24分再生3#阳床，进酸浓度：3.0%，3.1%,"2021-7-28清洗1#、5#过滤器        
8:00分中和排水（PH 1# 7.43 PH 2#8.01） 
15:14分再生2#阳床，进酸浓度：3.0%，3.1%     ",2021-7-2821:00分再生2#阴床，进碱浓度：3.3% 3.2%               23:10分中和排水（PH 1# 7.03 PH 2#6.75） 
2021-7-29清洗2#、3#过滤器                                    3:50分再生3#阴床，进碱浓度：3.3% 3.2%,2021-7-29清洗1#、2#、3#、3#、5#过滤器    ,2021-7-2919:10分再生3#阳床，进酸浓度：3.0% 3.1%                21:10分中和排水（PH 1# 7.03 PH 2#7.7）
"2021-7-3001:03分再生2#阳床，进酸浓度：3.1%，3.1%    05:00分中和排水（PH 1# 7.14 PH 2#7.44）           03:40分再生1#阳床，进酸浓度：3.1%，3.1%
",2021-7-3013:46分再生3#阳床，进酸浓度：3.0%，2.8%   ,2021-7-3019:20分中和排水（PH 1# 7.2 PH 2#7.5）              21:48分再生2#阳床，进酸浓度：3.0%，3.0%。
"2021-8-10:55分再生3#阳床，进酸浓度：3.1%，3.1%
3:30分再生2#阳床，进酸浓度：3.0%，3.1%      5:55分中和排水（PH 1# 6.9 PH 2#8.24）",2021-8-1清洗1#、2#、3#、4#、5#过滤器,2021-8-121:34分再生3#阳床，进酸浓度：2.9%，3.3%
"2021-8-200:20分中和排水（PH 1#7.8 PH 2#6.24）               1:46分再生1#阳床，进酸浓度：3.1%，3.1%
4:20分再生1#阴床，进碱浓度：3.0%，3.1%      6:25分中和排水（PH 1#7.6 PH 2#8.24）",2021-8-210：50分再生2#阳床，进酸浓度：3.0%，3.0%,2021-8-220:50分再生3#阳床，进酸浓度：2.9%，3.0%            22:30分中和排水（PH 1# 6.84 PH 2# 7.24）
2021-8-35:20分再生3#阴床，进碱浓度：3.0%，3.1%,"2021-8-312:28分再生1#阳床，进酸浓度：3.1%，3.0%  
14:40分中和排水（PH 1#8.37 PH 2#8.1）","2021-8-318:28分再生3#阳床，进酸浓度：3.1%，3.1%
22:30分再生2#阴床，进碱浓度：3.0%，3.1%      "
2021-8-400:20分中和排水（PH 1#8.37 PH 2#8.1）            03:12分再生2#阳床，进酸浓度：3.1%，3.1%,2021-8-4清洗1#、2#、3#、4#、5#过滤器,2021-8-417:00分再生3#阳床，进酸浓度：3.1%，3.1%
2021-8-5清洗1#、2#过滤器                                         6:22分再生1#阳床，进酸浓度：3.3%，3.1%,2021-8-512:20分再生3#阴床，进碱浓度：3.0%，3.1%   14:10分中和排水（PH 1#8.37 PH 2#8.1）,2021-8-519：00分再生2#阳床，进酸浓度：3.0%，3.0%          23:04分再生3#阳床，进酸浓度：2.9%，3.0% 
,,2021-8-616：45分再生1#阳床，进酸浓度：3.0%，3.2%          19:20分再生3#阳床，进酸浓度：2.9%，3.1%           21:35分中和排水（PH 1#8.37 PH 2#7.1）
2021-8-702:54分再生2#阳床，进酸浓度：3.0%，3.2%          06:25分再生2#阴床，进碱浓度：2.9%，3.1%           ,2021-8-713:12分再生1#阴床，进碱浓度：2.9%，2.9% ,2021-8-719:10分再生3#阳床，进酸浓度：3.0%，3.2%             21:30分中和排水（PH 1#8.37 PH 2#7.1）
2021-8-80:01分再生3#阴床，进碱浓度：2.9%，2.9% ,2021-8-812:45分再生1#阳床，进酸浓度：3.0%，3.1%,2021-8-818:56分再生2#阳床，进酸浓度：3.0%，3.1%           21:46分再生3#阳床，进酸浓度：3.0%，3.1%
2021-8-9清洗1#、2#、3#、4#、5#过滤器                         00:50中和排水（PH 1# 7.5 PH 2# 6.7 ）,"2021-8-9清洗1#、2#、3#、4#、5#过滤器   
白班更换外送泵流量计。  ",2021-8-922:40分再生1#阳床，进酸浓度：3.0%，3.1%              接上班更换外送泵流量计，已接好线，流量无显示，待明日白班继续处理
2021-8-10清洗1#、2#过滤器                                    00:50分再生3#阳床，进酸浓度：2.9% 3.0%                             3:00分 中和排水（PH 1# 6.52 2# 7.31）,2021-8-108:00分再生2#阳床，进酸浓度：3.1% 3.0%  ,2021-8-1019:21分再生3#阴床，进碱浓度：2.9%，2.9%         23:30分再生3#阳床，进酸浓度：3.1% 3.0%            21:30分 中和排水（PH 1# 6.99 2# 7.31）
2021-8-112:20分再生2#阴床，进碱浓度：2.8%，2.8%。        4:30分中和排水（PH 1# 6.9 2# 7.6）             6:00分再生1#阳床，进酸浓度：3.1%，3.0%。,2021-8-1112:39分再生2#阳床，进酸浓度：2.9%  3.1%              14:50分中和排水（PH 1# 7.1  2# 7.6） ,2021-8-1116:05分再生1#混床，进酸浓度：2.9%  3.1% ，进碱浓度：2.8%，2.8%。                          20:10分中和排水（PH 1# 6.9  2# 6.44） 
2021-8-121:10分再生分再生3#阳床，进酸浓度：3.1%，3.0%。4:26分再生3#阴床，进碱浓度：3.2%，2.8%。      6:40分中和排水（PH 1# 6.5 2# 7.9）  ,"2021-8-12清洗1#、2#、3#、4#、5#过滤器  
8:41分再生2#阴床，进碱浓度：3.0%，2.9%。 ",2021-8-1217:35分再生1#阳床，进酸浓度：3.1%，3.0%。  19:40分中和排水（PH 1# 6.5 2# 7.9）         20:50分再生3#阴床，进碱浓度：3.2%，2.8%。        
2021-8-132：33分再生2#阳床，进酸浓度：3.1%，3.0%            6:35分中和排水（PH 1# 6.5 2# 7.9）,2021-8-139:21分再生3#阳床，进酸浓度：2.9%，2.8%   ,2021-8-13清洗2#、3#过滤器 
2021-8-14清洗1#、4#、5#过滤器,2021-8-148:20分再生1#阴床，进碱浓度：3.1%，3.0%。        10：35分中和排水（PH 1# 7.5 2# 7.2）,2021-8-14清洗1#、2#、3#、4#、5#过滤器 
2021-8-1505:54分再生2#阳床，进酸浓度：3.1%，3.0%。        ,2021-8-159:16分再生3#阳床，进酸浓度：2.9%，3.0%        15:08分再生1#阳床，进酸浓度：3.1%，3.0%,2021-8-15清洗1#、2#、4#、过滤器 
,2021-8-1613：30分中和排水（PH 1# 7.2 2# 7.9）         11:34分再生2#阴床，进碱浓度：3.0%，3.1%。 ,2021-8-1617:35分再生3#阳床，进酸浓度：3.0%，3.2%。
2021-8-171:31分再生2#阳床，进碱浓度：2.8%，2.8%。        4:20分中和排水（PH 1# 6.9 2# 7.6）             6:45分再生3#阴床，进酸浓度：3.1%，3.0%。,2021-8-17清洗1#、2#、3#、4#、5#过滤器 ,2021-8-1722:50分再生3#阳床，进碱浓度：2.9%，3.0%
2021-8-1800:55分中和排水（PH 1# 6.73 2#  7.25)                   3：38分再生1#阳床进酸浓度：3.0%，3.2%  ,2021-8-1814：30分再生2#阳床进酸浓度：3.0%，3.1%  ,2021-8-18清洗1#、2#、3#过滤器 
2021-8-1906：33分再生3#阳床进酸浓度：3.0%，3.1%  ,2021-8-1913:50分再生1#阴床，进碱浓度：2.9%，3.0%。,2021-8-1916:20分中和排水（PH 1# 6.73 2#  7.25)      18:36分再生1#阳床进酸浓度：3.0%，3.1%      20:41分再生2#阴床进碱浓度：2.9%，3.0%。   23:00分中和排水（PH 1# 6.73 2#  7.25)  
2021-8-2003:30分再生3#阴床，进碱浓度：2.9%，3.0%            6:00分再生1#阳床，进酸浓度：3.0%，3.1%             7:20分中和排水（PH 1# 6.73 2#  7.25)  ,2021-8-2014:02分再生3#阳床，进酸浓度：3.0%，3.1%   ,2021-8-20清洗2#过滤器
2021-8-21清洗4#、5#过滤器,2021-8-2108:30分再生1#阴床，进碱浓度：2.9%，3.0%          10:10分中和排水（PH 1# 6.73 2#  7.25)            11:35分再生1#阳床，进酸浓度：3.0%，3.1%                                       14:05分再生2#阳床，进酸浓度：3.0%，3.1%,2021-8-21清洗1#、2#、3#、5#过滤器                          16:45分中和排水（PH 1# 6.82 2#  7.31)    
2021-8-225:03分再生3#阳床，进酸浓度：3.3%，3.1%            7:33分再生3#阴床，进碱浓度：2.9%，3.0% ,2021-8-2209:40分中和排水（PH 1# 6.73 2#  7.25)   ,2021-8-22清洗1#、2#、3#过滤器                                   17:35分再生1#阳床，进酸浓度：3.0%，3.2%  
2021-8-2301:32分再生2#阳床，进酸浓度：3.0%，3.1%    04:20分中和排水（PH 1# 6.88  2# 7.42)              06:28分再生2#阴床，进碱浓度：2.9%，3.0% ,2021-8-2315:48分再生1#阴床，进碱浓度：3.1%，3.0% ,2021-8-236:20分中和排水（PH 1# 6.88  2# 7.42)                 22:44分再生3#阳床，进酸浓度：3.0%，3.1%  
2021-8-2405:15分再生3#阴床，进碱浓度：2.9%，3.0%   07:20分中和排水（PH 1# 6.88  2# 7.42) ,"2021-8-2411:20分再生1#阳床，进酸浓度：3.0%，3.1% 
14:08分再生3#混床，进碱浓度：2.9%，3.0%  ，进酸浓度3.0%，3.1% ",2021-8-2406:10分中和排水（PH 1# 6.88  2# 7.42)               21:24分再生2#阳床，进酸浓度：3.0%，3.1% 
2021-8-25清洗3#、5#过滤器                                     2:24分再生3#阳床，进酸浓度：2.8%，3.0%  4:50分中和排水（PH 1#8.37 PH 2#6.7）  ,"2021-8-258:14分再生3#混床，进碱浓度：2.9%，3.0%  ，进酸浓度3.0%，3.1% 
12:10分中和排水（PH 1#8.37 PH 2#7.9）  ",2021-8-25清洗4#、5#过滤器                                 22:30分再生2#阳床，进酸浓度：2.9%，3.0%  
2021-8-264:34分再生1#阳床，进酸浓度：2.9%，3.1%              7:00中和排水（PH 1# 7.5 2#6.7）,2021-8-2614:05分再生2#阴床，进碱浓度：3.0%，3.1%    ,2021-8-2619:12分再生1#阴床，进碱浓度：3.0%，3.1% 
2021-8-271:00分再生3#阳床，进酸浓度：3.0%，2.8%。      4:30分再生2#阳床，进酸浓度：3.0%，3.0%。    7:45分中和排水（PH 1# 7.7  2#6.8）,2021-8-2714:32分再生3#阴床，进碱浓度：2.9%，3.0% ,2021-8-27清洗1#、2#、3#过滤器
2021-8-286:40分再生1#阳床，进酸浓度：3.0%，3.1%。,2021-8-28清洗1#、2#、3#、4#、5#过滤器                   9:00分中和排水（PH 1# 7.36  2# 6.71）,2021-8-2819:37分再生3#阳床，进酸浓度：3.0%，3.1%。
2021-8-296：22分再生2#阳床，进酸浓度：3.0%，3.1%,2021-8-298:50分中和排水（PH 1# 7.9  2# 6.8）,2021-8-29清洗1#、2#、3#、4#、5#过滤器               23:40再生2#阴床，进碱浓度：2.9%，3.0%
2021-8-30清洗1#过滤器                                2：16分再生1#阳床，进酸浓度：3.0%，3.1%           4:30分中和排水（PH 1# 7.83  2# 6.2）,2021-8-308:20再生3#阴床，进碱浓度：2.9%，2.8%,2021-8-3017:26分再生2#阳床，进酸浓度：3.0%，3.1%            19:25分中和排水（PH 1# 7.5  2# 8.2）
2021-9-13:00再生3#阴床，进碱浓度：2.9%，2.8%        4:25分中和排水（PH 1# 7.5  2# 8.2）        6:50分再生2#阳床，进酸浓度：3.0%，3.1% ,"2021-9-110:54再生2#阴床，进碱浓度：3.3%，3.1%   
14:10分中和排水（PH 1# 7.86  2# 8.2）  ",2021-9-116:15再生2#混床，进碱浓度：3.0%，3.0%，进酸浓度：3.0%，3.0%。                                       20:10分中和排水（PH 1# 7.13  2# 7.67）
2021-9-2清洗1#、2#、3#、4#、5#过滤器                                 4:18分再生1#阳床，进酸浓度：3.0%，3.1% ,,2021-9-222:15再生1#阴床，进碱浓度：3.0%，3.1% 
2021-9-3清洗1#、2#、4#、5#过滤器                                                        0:15分中和排水（PH 1# 7.5  2# 8.0）                 3:47分再生2#阳床，进酸浓度：3.0%，3.1%,2021-9-3清洗1#、2#、3#、4#、5#过滤器    ,2021-9-322:15再生3#阴床，进碱浓度：3.0%，3.0%           11:17分中和排水（PH 1# 6.83  2# 7.2）
2021-9-41:00分再生1#阳床，进酸浓度：3.0%，3.1%,2021-9-415:00分再生2#阴床，进酸浓度：3.2%，3.1%,2021-9-417:01分中和排水（PH 1# 7.64  2# 6.8）        18:53再生2#阳床，进酸浓度：3.0%，3.0% 
